,Club,ID,Nationality,Overall,Potential,Special,Value,Wage,name
9440,Wisła Kraków,178590,Poland,66,66,1809,475000.0,3000.0,T. Cywka
9441,Melbourne Victory,203423,Australia,66,70,1077,600000.0,2000.0,L. Thomas
9442,Al Ittihad,209567,Saudi Arabia,66,66,1730,600000.0,10000.0,R. Sufyani
9443,FC Ural,210591,Russia,66,66,1723,525000.0,9000.0,V. Khozin
9444,Legia Warszawa,216479,Albania,66,69,1573,825000.0,4000.0,A. Sadiku
9445,SV Werder Bremen,234399,Germany,66,84,1597,1400000.0,5000.0,J. Eggestein
9446,Tiburones Rojos de Veracruz,179871,Mexico,66,66,1800,500000.0,15000.0,M. Viniegra
9447,US Orléans Loiret Football,198816,France,66,66,1768,260000.0,2000.0,P. Bouby
9448,Norwich City,204193,Germany,66,71,1762,850000.0,9000.0,T. Trybull
9449,Leeds United,230561,Netherlands,66,77,1618,1100000.0,6000.0,J. Grot
9450,FC Sochaux-Montbéliard,231841,France,66,78,955,925000.0,2000.0,M. Prévot
9451,Real Valladolid,240289,Spain,66,75,1429,875000.0,2000.0,Calero
9452,Holstein Kiel,189345,Germany,66,66,1531,375000.0,4000.0,D. Peitz
9453,Termalica Bruk-Bet Nieciecza,193697,Bosnia Herzegovina,66,66,1783,375000.0,2000.0,V. Jovanović
9454,1. FC Magdeburg,213922,Germany,66,67,1598,625000.0,1000.0,D. Erdmann
9455,Huddersfield Town,19874,England,66,66,1786,150000.0,8000.0,D. Whitehead
9456,Chacarita Juniors,235938,Uruguay,66,74,1491,825000.0,7000.0,S. Gorga
9457,Sparta Praha,240034,Slovakia,66,70,1428,700000.0,1000.0,L. Štetina
9458,Bolton Wanderers,184482,Turkey,66,66,1865,650000.0,11000.0,J. Karacan
9459,Portland Timbers,198051,United States,66,66,1816,500000.0,3000.0,B. Zemanski
9460,DSC Arminia Bielefeld,227235,Austria,66,71,1714,850000.0,11000.0,K. Kerschbaumer
9461,Temperley,229539,Argentina,66,73,1695,900000.0,5000.0,E. Montagna
9462,,181411,Bulgaria,66,66,1688,0.0,0.0,Marcelinho
9463,Portland Timbers,186531,United States,66,66,1800,475000.0,3000.0,C. Myers
9464,ADO Den Haag,193443,Netherlands,66,69,1086,550000.0,3000.0,T. Coremans
9465,Al Raed,202404,Brazil,66,66,1743,625000.0,7000.0,Daniel Amora
9466,SKN St. Pölten,208036,Austria,66,66,1629,625000.0,5000.0,L. Thürauer
9467,Ascoli,226468,Italy,66,77,1407,1100000.0,1000.0,A. Favilli
9468,Daegu FC,232356,Korea Republic,66,68,1413,650000.0,2000.0,Park Tae Hong
9469,Gamba Osaka,232612,Japan,66,66,1540,475000.0,4000.0,K. Yonekura
9470,Preston North End,193956,England,66,66,1796,650000.0,5000.0,B. Pringle
9471,Lyngby BK,202661,Denmark,66,67,1730,750000.0,4000.0,D. Boysen
9472,Molde FK,211365,Norway,66,73,1779,900000.0,2000.0,E. Hestad
9473,Malmö FF,221605,Sweden,66,72,1468,900000.0,2000.0,A. Jeremejeff
9474,Kilmarnock,164773,Scotland,66,66,1806,425000.0,2000.0,S. Smith
9475,Sarpsborg 08 FF,184229,Norway,66,66,1782,475000.0,2000.0,J. Thomassen
9476,Aalesunds FK,199590,Netherlands,66,69,1617,650000.0,2000.0,K. Ramsteijn
9477,NAC Breda,221350,France,66,77,1588,1100000.0,3000.0,T. Ambrose
9478,1. FC Heidenheim,229286,Germany,66,73,1598,925000.0,4000.0,T. Skarke
9479,Vitória ,236198,Brazil,66,66,1764,725000.0,4000.0,Luis Marleiro
9480,Rotherham United,182694,England,66,67,1722,600000.0,4000.0,J. Mattock
9481,Stade Brestois 29,229543,Benin,66,72,1743,750000.0,2000.0,D. Kiki
9482,Atlanta United FC,237223,Germany,66,74,1810,950000.0,2000.0,J. Gressel
9483,Toulouse FC,231848,France,66,81,1668,1400000.0,6000.0,Q. Boisgard
9484,RC Celta de Vigo,235944,Spain,66,79,1553,1200000.0,5000.0,Brais Méndez
9485,Vancouver Whitecaps FC,186536,United States,66,66,1891,675000.0,3000.0,B. Shea
9486,Toronto FC,206249,Liechtenstein,66,69,1741,650000.0,2000.0,N. Hasler
9487,RC Celta de Vigo,209833,Spain,66,74,1742,950000.0,6000.0,Tià Sastre
9488,Orlando Pirates,237481,South Africa,66,66,1676,475000.0,1000.0,M. Van Heerden
9489,AFC Wimbledon,204458,England,66,73,1526,775000.0,2000.0,A. Oshilaja
9490,Kashima Antlers,232874,Japan,66,66,1729,350000.0,4000.0,S. Yamamoto
9491,Sheffield United,190122,Scotland,66,66,1830,650000.0,12000.0,P. Coutts
9492,New York Red Bulls,222123,United States,66,73,1596,775000.0,2000.0,A. Long
9493,Eintracht Braunschweig,223147,Germany,66,71,1733,875000.0,7000.0,J. Biada
9494,Curicó Unido,160171,Chile,66,66,1776,550000.0,1000.0,E. Franquez
9495,Jeonbuk Hyundai Motors,191915,Korea Republic,66,67,1478,600000.0,3000.0,Lim Jong Eun
9496,FC St. Gallen,193195,Switzerland,66,69,1683,825000.0,5000.0,N. Ben Khalifa
9497,Kilmarnock,134828,Scotland,66,66,1401,375000.0,2000.0,K. Broadfoot
9498,Charlton Athletic,189868,Jamaica,66,66,1702,600000.0,4000.0,M. Marshall
9499,BK Häcken,211373,Ghana,66,74,1522,950000.0,2000.0,N. Mohammed
9500,Jaguares Fútbol Club,214445,Colombia,66,71,1672,875000.0,1000.0,D. López
9501,Milton Keynes Dons,163757,Wales,66,73,1597,775000.0,3000.0,J. Walsh
9502,FC Groningen,237997,Mexico,66,79,1603,1200000.0,2000.0,U. Antuna
9503,Club de Deportes Temuco,159918,Chile,66,66,1777,475000.0,1000.0,R. Matisano
9504,Ulsan Hyundai Horang-i,191662,Korea Republic,66,66,1928,475000.0,2000.0,Kim Sung Hwan
9505,Lorca Deportiva CF,198063,Spain,66,66,1674,650000.0,3000.0,Onwu
9506,VVV-Venlo,205999,Netherlands,66,70,1720,700000.0,3000.0,M. Rutten
9507,Al Ittihad,209071,Saudi Arabia,66,67,1734,625000.0,10000.0,Y. Al Nakhli
9508,,216751,Bolivia,66,69,1541,0.0,0.0,D. Bejarano
9509,Orlando City Soccer Club,222895,Brazil,66,70,1472,725000.0,2000.0,Leo Pereira
9510,Necaxa,225455,Chile,66,73,1606,875000.0,2000.0,V. Dávila
9511,Toronto FC,234927,Canada,66,78,1792,1200000.0,2000.0,R. Edwards
9512,FC Porto,241071,Portugal,66,81,1803,1400000.0,2000.0,Moreto Cassamá
9513,C.D. Leonesa S.A.D.,192431,Spain,66,67,1698,575000.0,3000.0,Mario Ortíz
9514,Real Madrid CF,231856,Spain,66,78,1758,1000000.0,22000.0,Álvaro Tejero
9515,Aalesunds FK,192688,Greece,66,66,1520,650000.0,5000.0,A. Papazoglou
9516,Sarpsborg 08 FF,200369,Norway,66,66,1761,625000.0,2000.0,O. Halvorsen
9517,FC Erzgebirge Aue,144050,Kosovo,66,66,1673,400000.0,3000.0,A. Bunjaku
9518,Club de Deportes Temuco,159922,Chile,66,66,1750,475000.0,1000.0,L. Gonzaloz
9519,Rochdale,163762,Republic of Ireland,66,66,1593,475000.0,2000.0,K. Keane
9520,1. FC Union Berlin,234418,Germany,66,70,1742,700000.0,7000.0,P. Kurzweg
9521,Aarhus GF,191154,Sweden,66,66,1566,675000.0,4000.0,T. Sana
9522,Estoril Praia,216755,Brazil,66,78,1713,1000000.0,22000.0,Abner
9523,Bahía Blanca,224435,Uruguay,66,66,1793,600000.0,3000.0,E. Tellechea
9524,Santiago Wanderers,160179,Chile,66,66,1648,475000.0,2000.0,H. Sendiero
9525,DSC Arminia Bielefeld,234163,Germany,66,75,1647,1000000.0,2000.0,K. Staude
9526,Boavista FC,193715,Algeria,66,66,1852,550000.0,3000.0,A. Tahar
9527,Arsenal Tula,204212,Romania,66,66,1924,475000.0,8000.0,A. Bourceanu
9528,Hansa Rostock,209844,France,66,66,1626,700000.0,1000.0,M. Bouziane
9529,Colorado Rapids,221620,United States,66,69,1768,825000.0,2000.0,M. Hairston
9530,Sagan Tosu,233140,Japan,66,71,1790,850000.0,2000.0,R. Harakawa
9531,PSV,238004,Iceland,66,75,1636,1000000.0,4000.0,A. Guðmundsson
9532,Hamburger SV,220085,Germany,66,76,1543,1100000.0,8000.0,G. Waldschmidt
9533,Piast Gliwice,234933,Serbia,66,69,1450,675000.0,2000.0,A. Sedlar
9534,Jeonbuk Hyundai Motors,191669,Korea Republic,66,66,1876,550000.0,4000.0,Jeong Hyuk
9535,C.D. Leonesa S.A.D.,208566,Spain,66,68,1704,625000.0,3000.0,Antonio Martínez
9536,Gimnasia y Esgrima La Plata,215990,Argentina,66,70,1449,700000.0,4000.0,O. Benítez
9537,Chicago Fire Soccer Club,221622,United States,66,70,1358,700000.0,2000.0,C. Dean
9538,,222134,Egypt,66,67,1815,0.0,0.0,T. Hamed
9539,Nottingham Forest,158902,Scotland,66,66,1826,425000.0,8000.0,D. Fox
9540,KRC Genk,234678,Denmark,66,75,1667,850000.0,3000.0,J. Mæhle
9541,Hokkaido Consadole Sapporo,237750,Japan,66,66,1599,575000.0,2000.0,K. Tokura
9542,Paris FC,240054,Morocco,66,71,1664,850000.0,2000.0,S. Alami
9543,Hibernian,189110,Scotland,66,68,1557,625000.0,2000.0,P. Hanlon
9544,SC Fortuna Köln,204727,Germany,66,66,1679,650000.0,1000.0,H. Dahmani
9545,Urawa Red Diamonds,232375,Japan,66,66,1731,600000.0,4000.0,T. Umesaki
9546,FK Haugesund,238263,Norway,66,78,1371,1000000.0,1000.0,F. Knudsen
9547,Portsmouth,192695,England,66,67,1665,625000.0,4000.0,N. Thompson
9548,,203704,Egypt,66,66,1806,0.0,0.0,I. Salah
9549,Jaguares Fútbol Club,214200,Colombia,66,72,1609,750000.0,1000.0,J. Zuluaga
9550,Waasland-Beveren,215480,Montenegro,66,74,1611,950000.0,3000.0,A. Boljević
9551,Levante UD,232120,United States,66,76,1729,900000.0,5000.0,S. Moore
9552,Philadelphia Union,238008,England,66,72,1380,750000.0,2000.0,J. Elliott
9553,BK Häcken,179896,Sweden,66,66,1484,400000.0,2000.0,M. Ranégie
9554,Wolfsberger AC,188856,Austria,66,69,1752,650000.0,4000.0,C. Klem
9555,Oxford United,198073,England,66,67,1404,600000.0,3000.0,A. Martin
9556,Atlético Tucumán,215993,Argentina,66,70,1698,700000.0,3000.0,D. Miloc
9557,Hansa Rostock,219833,France,66,74,1496,825000.0,1000.0,J. Nadeau
9558,La Equidad,222393,Colombia,66,66,1607,180000.0,1000.0,J. Cano
9559,Carlisle United,166841,Wales,66,66,1697,600000.0,4000.0,N. Adams
9560,Tromsø IL,233401,Iceland,66,73,1671,900000.0,2000.0,A. Sigurðarson
9561,KV Kortrijk,184249,Belgium,66,68,1787,775000.0,5000.0,L. Van Eenoo
9562,Hamilton Academical FC,1210,Italy,66,66,1738,90000.0,2000.0,M. Donati
9563,Werder Bremen II,137658,Germany,66,66,1718,350000.0,1000.0,R. Kazior
9564,FC SKA-Energiya Khabarovsk,215994,Russia,66,66,1728,475000.0,6000.0,A. Cherevko
9565,Audax Italiano,159930,Chile,66,66,1769,475000.0,2000.0,L. Carteldo
9566,Exeter City,173498,Wales,66,66,1757,625000.0,4000.0,L. James
9567,Cerezo Osaka,183994,Brazil,66,66,1638,625000.0,2000.0,Ricardo Santos
9568,Oldham Athletic,178363,Haiti,66,66,1047,425000.0,2000.0,J. Placide
9569,Le Havre AC,184763,France,66,68,1151,550000.0,2000.0,Y. Thuram
9570,Östersunds FK,204220,England,66,72,1819,875000.0,2000.0,C. Edwards
9571,Coventry City,206524,England,66,75,1540,850000.0,4000.0,J. Willis
9572,Fleetwood Town,207804,England,66,75,1677,850000.0,2000.0,A. Bell
9573,Belgrano de Córdoba,215228,Argentina,66,69,1355,675000.0,4000.0,C. Lema
9574,Willem II,224956,England,66,75,1667,975000.0,2000.0,D. Crowley
9575,Urawa Red Diamonds,232380,Japan,66,66,1727,675000.0,4000.0,Y. Mutō
9576,Tiburones Rojos de Veracruz,186300,Mexico,66,66,1799,575000.0,3000.0,O. Vera
9577,1. FC Nürnberg,211901,Georgia,66,72,1687,875000.0,6000.0,L. Hufnagel
9578,Frosinone,177341,Brazil,66,66,1110,90000.0,1000.0,M. Zappino
9579,Bahía Blanca,191165,Argentina,66,66,1688,675000.0,4000.0,R. Lentini
9580,Bayer 04 Leverkusen,210366,Germany,66,71,1073,625000.0,8000.0,N. Lomb
9581,Heart of Midlothian,188094,Scotland,66,67,1171,525000.0,2000.0,J. McLaughlin
9582,Viking FK,142271,Denmark,66,66,1835,270000.0,1000.0,S. Ernemann
9583,Rosenborg BK,221631,Norway,66,74,1731,925000.0,2000.0,M. Lundemo
9584,AJ Auxerre,231103,France,66,73,1693,900000.0,2000.0,B. Konaté
9585,Atlanta United FC,166847,Republic of Ireland,66,66,1826,625000.0,3000.0,C. McCann
9586,Fortuna Düsseldorf,234943,Germany,66,78,1612,1200000.0,7000.0,F. Neuhaus
9587,Orlando Pirates,235199,South Africa,66,72,1514,875000.0,1000.0,R. Norodien
9588,Columbus Crew SC,236991,United States,66,74,1439,825000.0,2000.0,A. Crognale
9589,Ventforet Kofu,179903,Australia,66,66,1821,650000.0,2000.0,O. Bozanic
9590,Pachuca,183743,Mexico,66,66,1104,425000.0,7000.0,A. Blanco
9591,Suwon Samsung Bluewings,191679,Korea Republic,66,66,1679,425000.0,3000.0,Kwak Kwang Sun
9592,Werder Bremen II,203456,Germany,66,66,1827,375000.0,1000.0,M. Pfitzner
9593,Bari,210880,Italy,66,72,1769,875000.0,7000.0,R. Fiamozzi
9594,Avellino,219584,Italy,66,76,1074,800000.0,1000.0,L. Lezzerini
9595,NAC Breda,221120,Netherlands,66,71,1742,850000.0,3000.0,R. Vloet
9596,Kardemir Karabükspor,223424,Turkey,66,69,1617,825000.0,4000.0,I. Depe
9597,Newell's Old Boys,231360,Argentina,66,74,1696,825000.0,4000.0,J. Elías
9598,Sparta Praha,239808,Czech Republic,66,79,1722,1200000.0,1000.0,M. Sáček
9599,,182464,China PR,66,66,1727,0.0,0.0,Zhao Mingjian
9600,Partick Thistle F.C.,184768,Ghana,66,66,1626,475000.0,2000.0,A. Osman
9601,St. Johnstone FC,193728,Scotland,66,66,1813,675000.0,3000.0,D. Wotherspoon
9602,Stabæk Fotball,206529,Ivory Coast,66,71,1575,875000.0,2000.0,F. Boli
9603,Hibernian,210881,Scotland,66,73,1893,900000.0,2000.0,J. McGinn
9604,Le Havre AC,212161,France,66,70,1612,700000.0,2000.0,B. Traoré
9605,FC København,148673,Norway,66,66,1685,250000.0,6000.0,T. Høgli
9606,GFC Ajaccio,200130,DR Congo,66,73,1798,900000.0,2000.0,R. Mulumba
9607,Strømsgodset IF,206530,Norway,66,75,1556,850000.0,1000.0,M. Høibråten
9608,Monterrey,235714,Mexico,66,75,1669,850000.0,8000.0,M. Domínguez
9609,Notts County,51394,England,66,66,1857,270000.0,4000.0,K. Nolan
9610,Charlton Athletic,186562,Northern Ireland,66,67,1757,775000.0,4000.0,J. Magennis
9611,Royal Antwerp FC,200387,Ghana,66,66,1737,675000.0,5000.0,W. Owusu
9612,Walsall,202179,England,66,72,1534,875000.0,3000.0,Z. Ismail
9613,Al Fayha,211395,Saudi Arabia,66,72,1781,875000.0,5000.0,A. Al Salem
9614,1. FC Kaiserslautern,232643,Germany,66,74,1619,825000.0,5000.0,L. Guwara
9615,Shimizu S-Pulse,237763,Japan,66,66,1748,675000.0,2000.0,M. Musaka
9616,Charlton Athletic,212420,France,66,72,1417,750000.0,3000.0,M. Sarr
9617,FK Austria Wien,232900,Austria,66,70,1512,850000.0,6000.0,C. Monschein
9618,FC Dallas,146373,St Kitts Nevis,66,66,1839,350000.0,2000.0,A. Harris
9619,Lazio,213957,Italy,66,76,1723,1000000.0,9000.0,L. Crecco
9620,AFC Wimbledon,166853,England,66,66,1720,500000.0,3000.0,D. Charles
9621,Odds BK,202182,Finland,66,66,1809,675000.0,2000.0,R. Riski
9622,Royal Antwerp FC,239814,France,66,74,1449,825000.0,3000.0,D. Batubinsika
9623,Club Atlético Tigre,215239,Argentina,66,66,1841,600000.0,4000.0,J. Mansilla
9624,Alanyaspor,222151,Turkey,66,67,1600,600000.0,4000.0,B. Parlak
9625,Club León,229831,Mexico,66,77,1662,975000.0,6000.0,O. Rodríguez
9626,CD Aves,186823,Portugal,66,66,1731,350000.0,3000.0,Pedrinho
9627,Santos Laguna,198600,Mexico,66,69,1737,675000.0,13000.0,J. Enríquez
9628,Jeju United FC,202952,Korea Republic,66,66,1815,475000.0,2000.0,Park Jin Po
9629,1. FC Nürnberg,158664,Kosovo,66,66,1754,550000.0,4000.0,E. Alushi
9630,Deportes Iquique,159944,Chile,66,66,1692,260000.0,1000.0,P. Lezceno
9631,Jeonnam Dragons,184520,Hungary,66,66,1688,575000.0,3000.0,R. Feczesin
9632,SV Mattersburg,190152,Spain,66,67,1424,575000.0,7000.0,César Ortiz
9633,Vélez Sarsfield,228809,Argentina,66,75,1571,1000000.0,4000.0,A. Doffo
9634,Kayserispor,235977,Serbia,66,77,1601,975000.0,3000.0,M. Stevanović
9635,Evkur Yeni Malatyaspor,239049,Nigeria,66,76,1598,925000.0,3000.0,O. Azubuike
9636,Medicana Sivasspor,184009,Brazil,66,66,1601,575000.0,4000.0,Leandrinho
9637,Oxford United,190665,England,66,67,1575,775000.0,4000.0,J. Obika
9638,Vitória Guimarães,228810,Ghana,66,76,1679,1000000.0,3000.0,J. Amoah
9639,Philadelphia Union,137163,United States,66,66,1671,150000.0,2000.0,B. Carroll
9640,Frosinone,137419,Italy,66,66,1326,475000.0,1000.0,A. Russo
9641,CD Huachipato,160203,Chile,66,66,1528,260000.0,2000.0,A. Busteño
9642,Kashiwa Reysol,232907,Japan,66,66,1517,375000.0,4000.0,H. Otani
9643,Medicana Sivasspor,192971,Turkey,66,68,1698,625000.0,4000.0,R. Şimşek
9644,Odds BK,198604,Norway,66,69,1831,650000.0,2000.0,J. Nilsen
9645,Daegu FC,201932,Korea Republic,66,66,1505,500000.0,3000.0,Kim Dong Woo
9646,Defensa y Justicia,214988,Argentina,66,74,1850,925000.0,4000.0,L. Miranda
9647,San Jose Earthquakes,216012,Argentina,66,66,1409,475000.0,2000.0,A. Imperiale
9648,Valencia CF,231628,Spain,66,75,1565,975000.0,5000.0,Rafa Mir
9649,Omiya Ardija,232908,Japan,66,69,1693,775000.0,2000.0,A. Barada
9650,Le Havre AC,181452,Mali,66,67,1013,500000.0,2000.0,O. Sissoko
9651,SK Sturm Graz,210381,Greece,66,72,1835,750000.0,5000.0,C. Lykogiannis
9652,FC Erzgebirge Aue,216269,Germany,66,69,1752,650000.0,2000.0,S. Hertner
9653,Aalesunds FK,226509,Iceland,66,72,1799,875000.0,2000.0,A. Þrándarson
9654,Minnesota Thunder,198094,United States,66,66,1835,500000.0,3000.0,C. Warner
9655,Clermont Foot 63,204238,France,66,66,1829,650000.0,2000.0,T. Guerbert
9656,Barnsley,215758,England,66,78,1737,1000000.0,3000.0,J. McCarthy
9657,Sheffield United,166862,England,66,66,1489,425000.0,11000.0,J. Wright
9658,Curicó Unido,160207,Chile,66,66,1812,400000.0,2000.0,J. Adelalla
9659,Perugia,184527,Italy,66,66,1765,650000.0,2000.0,M. Mustacchio
9660,Chamois Niortais FC,207824,France,66,72,1545,900000.0,2000.0,T. Vion
9661,Jagiellonia Białystok,229072,Poland,66,68,1535,800000.0,4000.0,L. Sekulski
9662,Audax Italiano,160209,Chile,66,66,1779,625000.0,2000.0,J. Calesti
9663,Newell's Old Boys,232657,Armenia,66,66,1425,575000.0,4000.0,M. Guevgeozián
9664,,236241,Bolivia,66,71,909,0.0,0.0,G. Viscarra
9665,Chemnitzer FC,238801,Germany,66,69,1688,675000.0,1000.0,J. Dem
9666,Lokomotiv Moscow,240081,Russia,66,68,1647,575000.0,5000.0,I. Lapshov
9667,Watford,234706,England,66,80,1671,1200000.0,7000.0,B. Mason
9668,1. FC Magdeburg,238802,Germany,66,67,1652,775000.0,1000.0,P. Türpitz
9669,Al Shabab,180690,Saudi Arabia,66,66,1879,200000.0,9000.0,A. Ateef
9670,Galatasaray SK,193746,Turkey,66,67,1846,625000.0,13000.0,T. Çamdal
9671,Cardiff City,139475,England,66,66,1742,375000.0,8000.0,G. Halford
9672,Gimnàstic de Tarragona,206035,Azerbaijan,66,72,1818,750000.0,3000.0,Eddy
9673,FC Utrecht,221907,Morocco,66,73,1656,900000.0,2000.0,B. Ould-Chikh
9674,Estoril Praia,227539,Portugal,66,73,1352,775000.0,2000.0,Pedro Monteiro
9675,Salernitana,168403,Italy,66,66,1473,425000.0,2000.0,R. Schiavi
9676,Sevilla Atlético,212948,Cameroon,66,78,1202,925000.0,1000.0,F. Ondoa
9677,Sporting Kansas City,232148,Hungary,66,75,1589,1000000.0,2000.0,D. Sallói
9678,Cerezo Osaka,237780,Japan,66,67,1817,750000.0,2000.0,K. Yamamura
9679,Kaizer Chiefs,239572,South Africa,66,66,1736,675000.0,1000.0,B. Jayiya
9680,Royal Excel Mouscron,182228,Belgium,66,66,1696,500000.0,4000.0,J. Huyghebaert
9681,Montreal Impact,206549,United States,66,66,1128,400000.0,2000.0,E. Bush
9682,Waasland-Beveren,212949,Belgium,66,66,1635,500000.0,4000.0,N. De Schutter
9683,Alianza Petrolera,219861,Colombia,66,76,1662,900000.0,1000.0,C. Flórez
9684,AJ Auxerre,223445,France,66,72,1603,750000.0,2000.0,B. Youssouf
9685,ADO Den Haag,224213,Nigeria,66,72,1674,750000.0,3000.0,T. Ebuehi
9686,Medicana Sivasspor,234453,Turkey,66,68,1724,800000.0,4000.0,C. Özdemir
9687,FC Admira Wacker Mödling,200918,Austria,66,71,1681,850000.0,3000.0,C. Knasmüllner
9688,Excelsior,137686,Netherlands,66,66,1647,325000.0,3000.0,A. Hadouir
9689,Al Ahli,210134,Saudi Arabia,66,72,1391,750000.0,9000.0,M. Al Fatil
9690,Liverpool,236246,England,66,81,1703,1400000.0,13000.0,O. Ejaria
9691,Sportfreunde Lotte,197079,Germany,66,67,1472,575000.0,1000.0,J. Acquistapace
9692,AFC Wimbledon,202199,England,66,76,1066,800000.0,7000.0,G. Long
9693,Coventry City,205015,Scotland,66,72,1702,750000.0,4000.0,J. Grimmer
9694,VfL Bochum,216535,Germany,66,73,1693,750000.0,4000.0,J. Bandowski
9695,Leeds United,216791,England,66,76,1547,900000.0,18000.0,M. Pennington
9696,FC Thun,51159,Portugal,66,66,1823,280000.0,3000.0,N. Ferreira
9697,SpVgg Unterhaching,198104,Germany,66,66,1805,525000.0,1000.0,D. Stahl
9698,SK Sturm Graz,199384,Austria,66,66,1735,500000.0,6000.0,F. Koch
9699,Oldham Athletic,210392,Northern Ireland,66,74,1756,950000.0,2000.0,R. McLaughlin
9700,Racing Club de Avellaneda,215256,Argentina,66,72,1635,750000.0,3000.0,R. Saravia
9701,Waasland-Beveren,216280,Belgium,66,72,1122,650000.0,2000.0,M. Goblet
9702,Real Zaragoza,221144,Spain,66,72,1718,875000.0,3000.0,Alain Oyarzun
9703,,198873,South Africa,66,66,1868,0.0,0.0,D. Claasen
9704,SK Sturm Graz,203225,Australia,66,70,1808,700000.0,5000.0,J. Jeggo
9705,La Equidad,214489,Colombia,66,66,1724,90000.0,1000.0,M. Restrepo
9706,LASK Linz,158937,Austria,66,66,1644,575000.0,6000.0,R. Gartler
9707,Legia Warszawa,162265,Poland,66,66,1176,260000.0,2000.0,R. Cierzniak
9708,Tondela,235225,Portugal,66,73,1728,750000.0,2000.0,Pité
9709,SpVgg Greuther Fürth,228058,Austria,66,74,1667,825000.0,3000.0,L. Gugganig
9710,F.C. Tokyo,197851,Japan,66,66,1276,425000.0,3000.0,A. Hayashi
9711,Milan,201179,Italy,66,70,930,575000.0,16000.0,A. Donnarumma
9712,Hammarby IF,20699,Sweden,66,66,1693,200000.0,1000.0,K. Bakırcıoğlu
9713,Ajax,234203,Netherlands,66,77,1748,950000.0,2000.0,C. Eiting
9714,Akhisar Belediyespor,223452,Turkey,66,66,1612,675000.0,5000.0,M. Çelik
9715,US Orléans Loiret Football,234972,Senegal,66,71,1520,875000.0,2000.0,A. Gomis
9716,Aarhus GF,205533,Denmark,66,69,1727,675000.0,4000.0,A. Juel Andersen
9717,U.N.A.M.,210653,Mexico,66,68,1545,650000.0,5000.0,L. Quintana
9718,FC Barcelona B,220637,Spain,66,73,1642,750000.0,2000.0,Moi Delgado
9719,CD Palestino,160221,Chile,66,66,1764,725000.0,2000.0,A. Sebrino
9720,Grupo Desportivo de Chaves,237533,Brazil,66,68,1373,650000.0,2000.0,Victor Massaia
9721,Le Havre AC,190685,Mali,66,66,1623,675000.0,3000.0,M. Dembélé
9722,AC Horsens,198622,Faroe Islands,66,69,1725,825000.0,3000.0,H. Hansson
9723,VfL Osnabrück,200158,Germany,66,66,1562,500000.0,1000.0,M. Appiah
9724,Sangju Sangmu FC,202974,Korea Republic,66,67,1834,625000.0,3000.0,Sin Se Gye
9725,ES Troyes AC,208862,France,66,72,1536,750000.0,6000.0,J. Giraudon
9726,D.C. United,212958,United States,66,67,1503,625000.0,2000.0,K. Opare
9727,San Jose Earthquakes,217054,Panama,66,71,1497,725000.0,2000.0,H. Cummings
9728,Alanyaspor,234462,Turkey,66,66,925,325000.0,3000.0,H. Yılmaz
9729,Chesterfield,138719,England,66,66,1585,575000.0,5000.0,C. O'Grady
9730,SønderjyskE,205535,Denmark,66,67,1696,750000.0,4000.0,T. Kløve
9731,CD Feirense,220127,Portugal,66,67,1513,750000.0,4000.0,João Silva
9732,San Jose Earthquakes,226783,United States,66,71,1703,725000.0,2000.0,F. Alashe
9733,Bursaspor,230623,Turkey,66,73,1461,925000.0,5000.0,S. Bakış
9734,Club Atlético Huracán,234463,Argentina,66,75,1587,1000000.0,6000.0,N. Solís
